belongs_to_collection,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,backdrop_path
"{'id': 124916, 'name': '101 Dalmatians (Live-Action) Collection', 'poster_path': '/oSeIai1ioj4dbq7WgbPzpsSCzkS.jpg', 'backdrop_path': '/eTaNHqpi7VldgcrDetfTzk4FeDi.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10481,tt0211181,en,102 Dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",7.668752,/dSxnIika9yWwTvEbpsmoGdeh65E.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Cruella Productions', 'id': 10472}]",2000-10-07,183611771.0,100.0,Released,Meet Two Unlikely Heroes With A Bone To Pick.,102 Dalmatians,5.1,327.0,/eTaNHqpi7VldgcrDetfTzk4FeDi.jpg
"{'id': 93220, 'name': 'Miss Congeniality Collection', 'poster_path': '/wgQWsSsvB1iu1Pwc4nUP9E5bRzs.jpg', 'backdrop_path': '/7TIT28YbhAOeQGD2q2hJ9j83jI1.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",1493,tt0212346,en,Miss Congeniality,"When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",9.510762,/mILq93mndRkMRz1MgaKqD3WpR1d.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Fortis Films', 'id': 4258}]",2000-12-14,212000000.0,111.0,Released,Never Mess With An Agent In A Dress.,Miss Congeniality,6.1,987.0,/7TIT28YbhAOeQGD2q2hJ9j83jI1.jpg
"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",9740,tt0212985,en,Hannibal,"After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.",2.48875,/v5wAZwRqpGWmyAaaJ8BBHYuNXnj.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]",2001-02-08,351692268.0,131.0,Released,"His genius undeniable. His evil, unspeakable.",Hannibal,6.4,1296.0,/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg
"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/rWZytVHeFsADHeuoPCIf4c7Qepb.jpg', 'backdrop_path': '/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",3980,tt0090887,en,Critters,A massive ball of furry creatures from another world eat their way through a small mid-western town followed by intergalactic bounty hunters opposed only by militant townspeople.,10.113807,/7tFJqfcmu7sAxwcRwQ0j9qnGrok.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Smart Egg Pictures', 'id': 1531}, {'name': 'Sho Films', 'id': 1532}]",1986-04-11,13167232.0,82.0,Released,"They eat so fast, you don't have time to scream.",Critters,5.9,221.0,/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg
"{'id': 10893, 'name': 'Critters Collection', 'poster_path': '/rWZytVHeFsADHeuoPCIf4c7Qepb.jpg', 'backdrop_path': '/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10127,tt0094919,en,Critters 2,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again.",9.97523,/8aEf1xiAemsZIMpAL6pHQeJvOw2.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Sho Films', 'id': 1532}]",1988-04-29,3813293.0,86.0,Released,Get Ready for Seconds... They're Back,Critters 2,5.0,91.0,/9K0ycQWRv4vSL1oM8y7dOXwFpy6.jpg
"{'id': 19163, 'name': 'The Land Before Time Collection', 'poster_path': '/n1bjdBVThBezxR6nEf2dy43sTtV.jpg', 'backdrop_path': '/alkvR9vTtuZEmd5ygsayOfxYOMa.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",12144,tt0095489,en,The Land Before Time,"An orphaned brontosaurus named Littlefoot sets off in search of the legendary Great Valley. A land of lush vegetation where the dinosaurs can thrive and live in peace. Along the way he meets four other young dinosaurs, each one a different species, and they encounter several obstacles as they learn to work together in order to survive.",13.631352,/hkKSmDRnbKUBAyZszz9b4kcQhvt.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Sullivan Bluth Studios', 'id': 6422}, {'name': 'U-Drive Productions', 'id': 20448}, {'name': 'Universal City Studios', 'id': 69627}]",1988-11-18,84460846.0,69.0,Released,A new adventure is born.,The Land Before Time,7.0,660.0,/alkvR9vTtuZEmd5ygsayOfxYOMa.jpg
"{'id': 98853, 'name': 'Cyborg Collection', 'poster_path': '/fxf2Md5RGMMxgM9yNyr0h1Wvaxu.jpg', 'backdrop_path': '/5EGXww0h3TJ3xaHJ0sNEmbRPn35.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",10134,tt0097138,en,Cyborg,A martial artist hunts a killer in a plague-infested urban dump of the future.,8.473602,/nOspcG8HP6KPdMvzezavRbzYCEw.jpg,"[{'name': 'Cannon Group', 'id': 1444}, {'name': 'Golan-Globus', 'id': 1445}]",1989-04-07,10166459.0,86.0,Released,He's the First Hero of the 21st Century... And He's Our Only Hope.,Cyborg,4.9,154.0,/5EGXww0h3TJ3xaHJ0sNEmbRPn35.jpg
"{'id': 88735, 'name': 'K-9 Collection', 'poster_path': '/moEkdT6SE1HxR9QHwor6DJX8NYe.jpg', 'backdrop_path': '/mdG3H2w9Ktc2Ua6tJie3eUE8Zte.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",10345,tt0097637,en,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",5.772293,/4SmGgyoIRzOqLI9M5lof2e00B16.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Gordon Company', 'id': 1073}]",1989-04-28,78247647.0,101.0,Released,Meet the two toughest cops in town.  One's just a little smarter than the other!,K-9,5.5,209.0,/mdG3H2w9Ktc2Ua6tJie3eUE8Zte.jpg
"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",120,tt0120737,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",32.070725,/bxVxZb5O9OxCO0oRUNdCnpy9NST.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",2001-12-18,871368364.0,178.0,Released,One ring to rule them all,The Lord of the Rings: The Fellowship of the Ring,8.0,8892.0,/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg
"{'id': 8354, 'name': 'Ice Age Collection', 'poster_path': '/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg', 'backdrop_path': '/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",425,tt0268380,en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",17.328902,/zpaQwR0YViPd83bx1e559QyZ35i.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Blue Sky Studios', 'id': 9383}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",2002-03-10,383257136.0,81.0,Released,They came. They thawed. They conquered.,Ice Age,7.1,3954.0,/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg
"{'id': 135441, 'name': 'Road to Collection', 'poster_path': '/t293kNZnkaeqnYCHPsDXh8ZLBeQ.jpg', 'backdrop_path': '/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg'}","[{'id': 35, 'name': 'Comedy'}]",13861,tt0032993,en,Road to Singapore,Bing Crosby an Bob Hope star in the first of the 'Road to' movies as two playboys trying to forget previous romances in Singapore - until they meet Dorothy Lamour...,1.226779,/vCIxo9CDTnrNfYOtWDURGmPPFGZ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]",1940-03-22,0.0,85.0,Released,Ready For Fun . . Fight . . or a South Seas Romance . . . ! They find them all on the . . .,Road to Singapore,6.7,12.0,/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg
"{'id': 135441, 'name': 'Road to Collection', 'poster_path': '/t293kNZnkaeqnYCHPsDXh8ZLBeQ.jpg', 'backdrop_path': '/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg'}","[{'id': 35, 'name': 'Comedy'}]",29021,tt0038032,en,Road to Utopia,"Duke &amp; Chester on a ship to Skagway, Alaska, find a map to a secret gold mine, which had been stolen by thugs, McGurk &amp; Sperry. Meanwhile, Sal Van Hoyden is in Alaska to try and recover her fathers map. She falls in with Ace Larson, who wants to steal the gold mine for himself. Duke &amp; Chester, McGurk &amp; Sperry, Ace, his henchmen &amp; Sal, chase each other all over the countryside, all after the map.",1.456451,/nASL3unRBUDjAcJmE8HPjbL665M.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]",1946-02-27,0.0,90.0,Released,,Road to Utopia,6.5,11.0,/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg
"{'id': 135441, 'name': 'Road to Collection', 'poster_path': '/t293kNZnkaeqnYCHPsDXh8ZLBeQ.jpg', 'backdrop_path': '/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg'}","[{'id': 35, 'name': 'Comedy'}]",31812,tt0034116,en,Road to Zanzibar,"Stranded in Africa, Chuck and his pal Fearless have comic versions of jungle adventures, featuring two attractive con-women.",1.208267,/wBfBCSO32lCfo3n121MnWBpNdmr.jpg,[],1941-04-11,0.0,91.0,Released,"IT'S THAT GLEESOME THREESOME AGAIN! Giving you your worth in mirth! Toping all the fun in ""Road to Singapore!""",Road to Zanzibar,5.8,9.0,/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg
"{'id': 178654, 'name': 'White Fang Collection', 'poster_path': '/6GyuRqvPp3IPlaAY5xCIFKQxfQw.jpg', 'backdrop_path': '/iKJOz9eUg3Exnqq77gxHQ1zNBmc.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",12227,tt0103247,en,White Fang,Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,12.318052,/27wg0rVZW8hX7nWeHCwTf9DygGc.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Silver Screen Partners IV', 'id': 10282}, {'name': 'Hybrid Productions Inc.', 'id': 12608}]",1991-01-18,34793160.0,107.0,Released,"Where civilization ends, their journey begins.",White Fang,6.5,139.0,/iKJOz9eUg3Exnqq77gxHQ1zNBmc.jpg
"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1894,tt0121765,en,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",14.072511,/2vcNFtrZXNwIcBgH5e2xXCmVR8t.jpg,"[{'name': 'Lucasfilm', 'id': 1}]",2002-05-15,649398328.0,142.0,Released,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,4074.0,/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2501,tt0258463,en,The Bourne Identity,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",21.040126,/bXQIL36VQdzJ69lcjQR1WQzJqQR.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Hypnotic', 'id': 7384}, {'name': 'Kalima Productions GmbH & Co. KG', 'id': 7385}, {'name': 'Stillking Films', 'id': 11345}]",2002-06-14,214034224.0,119.0,Released,He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3640.0,/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg
"{'id': 52988, 'name': 'Hot Shots! Collection', 'poster_path': '/5uzldxeEVqvdaZhE4uCT9TTz9p1.jpg', 'backdrop_path': '/iGrRouADMV9MbidImsgRORaV3q.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",9595,tt0102059,en,Hot Shots!,"Charlie Sheen, Lloyd Bridges, Cary Elwes, Valeria Golino and Jon Cryer co-star in director Jim Abrahams' (Airplane, Naked Gun) truly hilarious spoof of Top Gun. Recruited to join a top-secret mission for the Air Force, a renegade pilot (Sheen) finds himself coping with an incompetent admiral (Bridges) and a carefully selected squadron of flyers who are either inept or half-blind.",11.026793,/2e9g8SEXBmFysLKJZOb64ecWVTq.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1991-07-31,181096164.0,84.0,Released,The mother of all movies.,Hot Shots!,6.4,588.0,/iGrRouADMV9MbidImsgRORaV3q.jpg
"{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",672,tt0295297,en,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",29.741452,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]",2002-11-13,876688482.0,161.0,Released,Hogwarts is back in session.,Harry Potter and the Chamber of Secrets,7.4,5966.0,/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg
"{'id': 59586, 'name': 'The Blue Lagoon collection', 'poster_path': '/A4U11Zhp5KjiKOrghNlqNlmrbhw.jpg', 'backdrop_path': '/m8LAOuIhlCBr6dWdtVF2C2ioMrc.jpg'}","[{'id': 12, 'name': 'Adventure'}]",13888,tt0102782,en,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",8.929393,/cScGE2WQd9xQcp61lbl5UbtpbrF.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Price Entertainment', 'id': 23808}]",1991-08-02,2807854.0,98.0,Released,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,5.2,156.0,/m8LAOuIhlCBr6dWdtVF2C2ioMrc.jpg
"{'id': 115570, 'name': 'Star Trek: The Next Generation Collection', 'poster_path': '/sddV6vaUC6x37icJS3opIXTXB07.jpg', 'backdrop_path': '/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg'}","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",201,tt0253754,en,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",11.367801,/n4TpLWPi062AofIq4kwmaPNBSvA.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]",2002-12-13,67312826.0,117.0,Released,A generation's final journey... begins.,Star Trek: Nemesis,6.1,488.0,/r7MMQenUURHhAVHFymtOb8AX4Bm.jpg
"{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",121,tt0167261,en,The Lord of the Rings: The Two Towers,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",29.423537,/wf3v0Pn09jnT5HSaYal7Ami3bdA.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]",2002-12-18,926287400.0,179.0,Released,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8.0,7641.0,/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg
"{'id': 135441, 'name': 'Road to Collection', 'poster_path': '/t293kNZnkaeqnYCHPsDXh8ZLBeQ.jpg', 'backdrop_path': '/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg'}","[{'id': 35, 'name': 'Comedy'}]",31804,tt0056417,en,The Road to Hong Kong,"Bob Hope and Bing Crosby return as con men Chester Babcock and Harry Turner, in the last of their road movies. When Chester accidentally memorizes and destroys the only copy of a secret Russian formula for a new and improved rocket fuel, they are thrust into international intrigue, trying to stay alive while keeping the formula out of enemy hands.",1.561911,/uYjyMbVAdqK4qbdHDjiWLRQLsLm.jpg,"[{'name': 'United Artists', 'id': 60}]",1962-01-01,0.0,91.0,Released,,The Road to Hong Kong,6.0,11.0,/mtC7UKAlECH3NlABg8mzmDqZi0F.jpg
"{'id': 228887, 'name': 'Daddy Day Camp Collection', 'poster_path': '/x6sXJspIoqj3CWqSfv8IYxukKP9.jpg', 'backdrop_path': '/hQXX7E22e1xJVudoNgZJn95BIAl.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",10708,tt0317303,en,Daddy Day Care,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",6.504927,/y3aq5fDNtSHw79wugWtZDhejToj.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Davis Entertainment', 'id': 1302}]",2003-05-03,164433867.0,92.0,Released,Who's your daddy?,Daddy Day Care,5.6,526.0,/hQXX7E22e1xJVudoNgZJn95BIAl.jpg
"{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/lh4aGpd3U9rm9B8Oqr6CUgQLtZL.jpg', 'backdrop_path': '/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",604,tt0234215,en,The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",16.229317,/ezIurBz2fdUc68d98Fp9dRf5ihv.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Heineken Branded Entertainment', 'id': 375}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",2003-05-15,738599701.0,138.0,Released,Free your mind.,The Matrix Reloaded,6.7,3500.0,/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg
"{'id': 57129, 'name': 'Rugrats Collection', 'poster_path': '/zamw6yLqCFqAHG1HPSPOCws82Bb.jpg', 'backdrop_path': '/pFgV70FI1URDLFY3bllhPl6sC33.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",20694,tt0337711,en,Rugrats Go Wild,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",9.599034,/hpVpXRNY2IsU0xvfXtYOxu0QDwc.jpg,"[{'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Paramount Animation', 'id': 24955}]",2003-06-13,0.0,84.0,Released,The Family Vacation Goes Overboard,Rugrats Go Wild,5.6,62.0,/pFgV70FI1URDLFY3bllhPl6sC33.jpg
"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",296,tt0181852,en,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",20.818907,/lz4xYdF1n09lyiCfZWtWT44SZiG.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Intermedia Films', 'id': 763}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'C-2 Pictures', 'id': 7340}, {'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'id': 19116}, {'name': 'Mostow/Lieberman Productions', 'id': 23636}]",2003-07-02,435000000.0,109.0,Released,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2177.0,/cpmbkwSxZnKO69V82A9a34tvk2E.jpg
"{'id': 86117, 'name': 'Johnny English Collection', 'poster_path': '/3a2BVS2aFHK66pnIqFKcJ9HaC45.jpg', 'backdrop_path': '/pMHHhMKu2iQichL6Eym4ApCvIEB.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",9486,tt0274166,en,Johnny English,Rowan plays the eponymous lead character in a spoof spy thriller. During the course of the story we follow our hero as he attempts to single-handedly save the country from falling into the hands of a despot.,8.739991,/oSsisFLSeRJJaTX5l13jMqDKpwH.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}]",2003-04-06,160583018.0,88.0,Released,"He knows no fear, he knows no danger, he knows nothing.",Johnny English,6.0,875.0,/pMHHhMKu2iQichL6Eym4ApCvIEB.jpg
